	sex	blood_group	job	residence	birthdate	ssn	current_location	race	name
819	M	AB-	Illustrator	"5140 Young Circles Suite 519
Keithfort, MS 84653"	13 Feb 1975	896-62-9023	(Decimal('45.298743'), Decimal('62.269623'))	Black	James Payne
820	F	B+	Designer, industrial/product	"511 Smith Course
East Lori, WA 20133"	1975/12/19	318-73-3748	(Decimal('37.255704'), Decimal('-168.291386'))	White	Heather Wilson
821	F	A-	Development worker, international aid	"2603 Brian Wells Apt. 386
Geraldton, MA 23075"	1914/04/04	807-14-9504	(Decimal('-69.831413'), Decimal('94.997286'))	Hawaiian	Jill Rice
822	M	O-	Toxicologist	"079 Owen Mission
North Ryanmouth, AL 39114"	02/22/1929, 00:00:00	457-61-4311	(Decimal('-23.0865505'), Decimal('39.720920'))	Black	Christopher Nguyen
823	M	A-	Engineer, water	"PSC 0303, Box 1117
APO AP 84837"	2002/05/30	015-32-3088	(Decimal('-54.404350'), Decimal('49.952023'))	Black	Mark Decker
824	F	A-	Programme researcher, broadcasting/film/video	"840 Pamela Shoals Apt. 062
New Dean, AR 75342"	02/11/1986, 00:00:00	667-90-2948	(Decimal('-85.0787965'), Decimal('-132.406553'))	Black	Tammy Cruz
825	M	A-	Media planner	"3051 Jeffrey Port
Smithfurt, AK 72702"	2001-03-03	610-89-4963	(Decimal('77.2019345'), Decimal('-43.557551'))	Black	Nathan Burch
826	M	B+	Logistics and distribution manager	"2961 Smith Gardens Apt. 927
Douglasfurt, NV 09248"	16 Apr 1956	081-81-1134	(Decimal('33.309037'), Decimal('129.354791'))	Asian	Isaiah Barron
827	M	B+	Designer, furniture	"3788 Hernandez Hills Apt. 478
West Julieshire, OR 54706"	1980/09/03	781-85-8504	(Decimal('-48.7216405'), Decimal('-46.197984'))	Asian	Christopher Fields
828	F	A-	Careers adviser	"41447 Jones Villages
Millershire, MS 15120"	12/10/1981, 00:00:00	472-18-8422	(Decimal('-6.8808235'), Decimal('38.026013'))	White	Teresa Moore
829	F	O-	Journalist, magazine	"9029 Luna Corner Apt. 061
Garrettborough, NM 50757"	1908/06/14	850-46-3365	(Decimal('88.767505'), Decimal('-143.041328'))	Black	Maria Gregory DDS
830	M	AB+	Architectural technologist	"133 Moore Pines Apt. 402
North Katherine, WV 65514"	1926-07-06	376-06-4218	(Decimal('70.531639'), Decimal('-77.428425'))	Asian	Dylan Morgan
831	M	O-	Animal nutritionist	"4433 Rivas Hill
Deannaland, NY 45633"	10/29/1937, 00:00:00	398-73-8356	(Decimal('-55.0534345'), Decimal('86.863915'))	Black	Daniel Davis
832	M	B-	Holiday representative	"6698 Tyler Walk Suite 990
New Toddview, OR 35051"	12/24/1978, 00:00:00	616-64-5481	(Decimal('45.466542'), Decimal('-80.591420'))	White	Jesse Morgan
833	M	A+	Social worker	"356 David Vista Apt. 748
Fischerhaven, DE 62445"	1999-08-27	579-15-8280	(Decimal('31.228163'), Decimal('83.742347'))	Hawaiian	Daniel Bennett
834	F	O-	Fast food restaurant manager	"3607 May Drives
Davenportmouth, NY 75135"	04/14/2015, 00:00:00	165-57-0800	(Decimal('-1.110660'), Decimal('78.128675'))	White	Danielle Humphrey
835	M	A-	Barista	"736 Bowen Village
Leeland, WA 96496"	1971/11/02	092-39-4953	(Decimal('54.988205'), Decimal('135.612914'))	Black	Christopher Sutton
836	M	A-	Health promotion specialist	"Unit 1001 Box 6069
DPO AP 17690"	1999-05-25	210-04-3334	(Decimal('73.838449'), Decimal('-47.037699'))	Black	David Walters
837	F	O+	Dramatherapist	"8071 Perez Camp Apt. 378
Michaelmouth, NY 75783"	1990/10/10	202-65-2138	(Decimal('-87.0057255'), Decimal('88.126670'))	black	Tammy Ryan
838	F	B-	Stage manager	"156 Herrera Roads
Garystad, IN 79798"	1949/11/22	065-42-4153	(Decimal('70.872550'), Decimal('-108.355221'))	Asian	Rebecca Franklin
839	M	A-	Therapist, speech and language	"4143 Sherri Point
Turnermouth, KS 10305"	02 Apr 1920	069-98-5773	(Decimal('-36.9199695'), Decimal('101.052170'))	Asian	Justin Walls
840	F	AB-	Hydrogeologist	"201 Vickie Brooks Suite 134
Brandonland, WY 11938"	2010-01-18	702-79-6288	(Decimal('85.225967'), Decimal('-104.246001'))	Black	Olivia Krause
841	M	B+	Chief Financial Officer	"344 Christopher Flats
Brittanyview, KS 11871"	2015-09-23	131-20-2324	(Decimal('-69.0240145'), Decimal('-44.222968'))	Black	Phillip Stevenson
842	M	A+	Financial adviser	"73883 Ali Highway
North Paulbury, CT 05934"	1923-01-13	036-90-7854	(Decimal('-64.8890325'), Decimal('90.469938'))	Indian	Timothy Ellis
843	M	B-	Engineer, agricultural	"9121 Ryan Meadow
Jonesfort, MA 60879"	09/16/1991, 00:00:00	777-13-5590	(Decimal('65.8748775'), Decimal('130.525576'))	White	Terry Ramos
844	F	AB-	Product/process development scientist	"175 Fleming Way
Bethside, TN 60364"	1946-12-06	074-15-6193	(Decimal('57.7097805'), Decimal('148.381106'))	White	Terri Matthews
845	M	AB+	Higher education lecturer	"912 Heidi Views Apt. 436
Carrieview, NJ 34344"	05/12/1961, 00:00:00	110-93-5105	(Decimal('-9.0769875'), Decimal('-160.467740'))	White	Joseph Russell
846	M	AB+	Teacher, English as a foreign language	"888 Bowers Stream Apt. 820
Port Maryview, WI 72410"	03/30/1910, 00:00:00	008-90-1195	(Decimal('-18.1770445'), Decimal('-20.586069'))	Black	Michael Moore
847	M	A+	Surveyor, commercial/residential	"8496 Paul Brook Apt. 460
South Carlosfort, CT 10372"	2002/02/17	333-92-6509	(Decimal('56.365607'), Decimal('39.998623'))	White	Ronnie Griffin
848	F	O+	Clinical scientist, histocompatibility and immunogenetics	"8002 Mccoy Wall
South Natalie, MO 64959"	01/19/1919, 00:00:00	628-06-7742	(Decimal('-81.8652365'), Decimal('179.823005'))	White	Michelle Taylor
849	M	AB+	Paramedic	"7377 Brandon Wall
Chasestad, MD 92057"	02/02/1976, 00:00:00	031-16-7030	(Decimal('67.9630505'), Decimal('117.325815'))	White	Ryan Kirk
850	F	AB+	Designer, multimedia	"24537 Weaver Orchard Suite 147
Tammyton, AL 84302"	07/26/1972, 00:00:00	438-16-7102	(Decimal('-30.542434'), Decimal('-144.031459'))	White	Angela Newton
851	F	AB+	Production designer, theatre/television/film	"9597 Joseph Passage Apt. 831
Marilynshire, LA 44283"	03/02/1913, 00:00:00	007-72-8097	(Decimal('84.441893'), Decimal('-17.516185'))	Asian	Kathy King
852	M	B-	Public affairs consultant	"0436 Olivia Groves Apt. 023
South Melanie, CA 88577"	26 Jun 1915	098-24-0793	(Decimal('-50.9912385'), Decimal('-167.527623'))	Black	Kevin Myers
853	F	O-	Careers information officer	"4251 Kevin Road Apt. 354
North Angela, NY 08672"	1987/05/03	148-74-4295	(Decimal('62.152070'), Decimal('129.148200'))	Indian	Erika Smith
854	M	AB-	Nurse, learning disability	"20786 Thompson Stravenue
Port Adam, IA 65505"	1917/06/07	261-87-2970	(Decimal('-30.779874'), Decimal('1.470119'))	Black	Steven Williamson
855	M	A-	Herpetologist	"789 Munoz Well
Sullivanchester, WI 84525"	1942/05/15	168-73-1174	(Decimal('-5.683112'), Decimal('-128.840989'))	White	Edwin Thomas
856	M	A-	Accountant, chartered certified	"74145 Michaela Mountains
East Dillonburgh, UT 97334"	1967-09-19	783-11-0421	(Decimal('56.392197'), Decimal('-66.273354'))	White	Ruben Anderson
857	M	AB-	Rural practice surveyor	"54787 Ramsey Coves Suite 411
Lake Valerie, VA 49763"	1921/01/18	501-34-1328	(Decimal('-57.9379225'), Decimal('-35.232070'))	White	Mr. Jose Sanchez
858	F	A+	Illustrator	"59181 Gomez Squares Apt. 493
South Williammouth, OH 71421"	1995/06/01	273-26-8869	(Decimal('-81.3686925'), Decimal('-142.967330'))	Black	Kristine Sanders
859	F	AB-	Fish farm manager	"6332 Lindsay Drive
Chaseview, SC 93595"	1926-06-27	252-82-6641	(Decimal('6.5033365'), Decimal('-24.552912'))	Black	Teresa Hooper
860	M	B-	Conference centre manager	"6687 Jones Drive Apt. 720
Randolphchester, VT 07365"	26 Jul 1915	273-59-6276	(Decimal('-30.9650415'), Decimal('176.264498'))	White	Brad Vazquez
861	F	B+	Housing manager/officer	"0083 Harper Canyon Apt. 839
West Markmouth, MN 92869"	06/03/2009, 00:00:00	078-53-4677	(Decimal('-14.0728645'), Decimal('35.374742'))	Black	Rebecca Carson
862	F	B+	Marketing executive	"64168 Mitchell Lights Suite 400
Hudsonland, KS 91617"	1984-11-09	617-47-9453	(Decimal('70.4546825'), Decimal('66.545198'))	Black	Megan Peck
863	M	AB+	Administrator, arts	"867 Gary Trail
Williamshaven, ME 43720"	1909/06/26	393-01-9615	(Decimal('-79.981100'), Decimal('129.047417'))	White	Mr. Jared Conner
864	F	AB+	Special effects artist	"2689 Michelle Burg
Port Carolborough, SC 08921"	02/05/1996, 00:00:00	686-14-4478	(Decimal('40.5787845'), Decimal('173.754390'))	White	Audrey Davis
865	M	AB-	Engineer, building services	"38367 Haley Crescent Apt. 824
Jennifertown, SD 58365"	28 Jan 1994	745-72-8663	(Decimal('-43.9694325'), Decimal('-67.579635'))	Hawaiian	Shane Lam
866	F	AB-	Chief Executive Officer	"675 Hull Square
New Glen, AZ 73103"	09 Sep 1974	826-31-8107	(Decimal('11.1627825'), Decimal('-16.690746'))	Asian	Olivia Rodriguez
867	M	AB+	Commissioning editor	"4908 Don Creek Apt. 516
Hullbury, FL 60410"	2009/09/23	384-77-9711	(Decimal('-63.7420865'), Decimal('-61.321501'))	White	Kenneth Vincent
868	F	B-	Government social research officer	"6478 Walton Corners
Galvanburgh, NV 90279"	1975/08/29	049-25-8994	(Decimal('-71.3910905'), Decimal('-12.158539'))	Indian	Destiny Morris
869	F	O+	Contracting civil engineer	"Unit 1590 Box 3145
DPO AA 05235"	1938-01-04	405-52-6752	(Decimal('-9.5053805'), Decimal('121.246346'))	White	Amy Morales
870	M	O-	Sales professional, IT	"6329 Reyes Plaza
Katherinemouth, SC 11668"	04 Sep 1930	462-79-8825	(Decimal('-48.465016'), Decimal('-137.758458'))	White	Marc Clayton
871	M	A+	Psychologist, occupational	"811 Rodriguez Extensions Suite 544
South John, GA 96785"	1956-06-13	182-75-1178	(Decimal('65.999676'), Decimal('85.705816'))	White	Timothy Page
872	M	B-	Database administrator	"746 Thomas Prairie
South Alec, RI 88864"	06 Sep 1980	627-37-6015	(Decimal('35.521261'), Decimal('-172.417055'))	Asian	John Morris
873	M	O+	Bookseller	"047 Tammy Junctions Suite 352
Victorfurt, NM 26125"	1993-12-20	729-80-8439	(Decimal('-27.5859955'), Decimal('-59.169172'))	White	Samuel Cannon
874	F	B+	Training and development officer	"090 Elizabeth Plains
Lake Reneeville, RI 69586"	12/27/1921, 00:00:00	631-66-2584	(Decimal('19.497424'), Decimal('124.170929'))	Asian	Lisa Parker
875	M	O+	Occupational hygienist	"64214 Paul Extension
Snowview, VT 87417"	06/13/1920, 00:00:00	811-61-8069	(Decimal('8.1210525'), Decimal('160.147668'))	White	Darrell Green
876	M	B+	Engineer, civil (consulting)	"5327 Moore Fork
South Bianca, GA 02582"	29 Aug 1917	220-52-4570	(Decimal('27.3888815'), Decimal('162.627142'))	Black	Daniel Berry
877	M	B+	Aeronautical engineer	"3431 Morgan Fields Apt. 719
Port Deniseland, MD 78087"	1931/12/13	693-57-2212	(Decimal('-12.0735835'), Decimal('9.312926'))	White	Nathan Mercado
878	F	AB-	Travel agency manager	"9053 Lawson Mountains Suite 614
Jeffreyview, LA 60292"	09/24/1933, 00:00:00	818-89-1837	(Decimal('-71.6013505'), Decimal('44.197805'))	White	Olivia Diaz
879	M	O-	Chartered accountant	"4056 Tapia Harbors Apt. 859
Jenniferfurt, CA 70062"	1946-01-14	676-83-4295	(Decimal('51.4500965'), Decimal('-1.095863'))	Asian	Peter Wallace
880	F	A+	Health physicist	"26679 Theresa Mill
West Timmouth, SD 77158"	25 May 1927	872-76-4361	(Decimal('-34.062873'), Decimal('28.956203'))	White	Nancy Davis
881	F	A-	Lecturer, higher education	"PSC 8389, Box 3169
APO AA 93327"	28 May 2006	680-82-4297	(Decimal('52.0036355'), Decimal('-12.335221'))	Black	Nichole Wilson
882	M	A-	Field seismologist	"201 Nicholas Corner Suite 990
New Laurie, TX 76585"	1929-06-10	114-99-7578	(Decimal('-30.244433'), Decimal('69.399271'))	black	Steven Mccann
883	F	O+	Scientist, audiological	"676 Raymond Court Apt. 879
Lake Sarahhaven, DC 82938"	2007-05-29	780-29-3608	(Decimal('-59.9638015'), Decimal('-33.070467'))	Black	Cassandra Roberts
884	M	O-	Operations geologist	"0346 Cruz Mountain
New Katherine, MD 27903"	12 Jan 2020	605-97-8756	(Decimal('-40.4779195'), Decimal('-124.822917'))	Black	Phillip Peterson
885	M	AB-	Chartered accountant	"754 Kaitlyn Park
East Tracy, IA 60102"	15 Sep 1921	450-64-8236	(Decimal('33.6113345'), Decimal('7.568905'))	White	Levi Wood
886	M	B-	Chief Marketing Officer	"123 Beverly Camp Apt. 013
Matthewmouth, OK 72451"	1945/08/15	220-84-7510	(Decimal('48.249205'), Decimal('4.158482'))	Black	Antonio Turner
887	M	O-	Human resources officer	"440 Joel Stream Suite 793
Lake Jasonchester, WV 49552"	1927-12-10	752-65-0050	(Decimal('-75.8917585'), Decimal('-174.909443'))	Asian	Matthew Erickson
888	M	A-	Copywriter, advertising	"28639 Kylie Course Apt. 229
Lake Ian, IN 88181"	1908-08-23	654-81-4638	(Decimal('21.371000'), Decimal('100.255851'))	White	Adam Williams
889	M	A-	Logistics and distribution manager	"964 Grace Row Suite 938
Justinside, LA 23634"	2003/08/14	578-71-2208	(Decimal('-14.889124'), Decimal('69.656719'))	White	Lucas Smith
890	F	B+	Youth worker	"718 Lopez Path
South Peggy, OH 35035"	01/19/1952, 00:00:00	242-36-6416	(Decimal('35.5458335'), Decimal('-41.388267'))	Black	Paula Ramirez
891	M	B+	Operational researcher	"087 Howell Corner Suite 181
East Susan, DE 03146"	2001-06-18	106-30-8419	(Decimal('18.8704685'), Decimal('42.268024'))	White	Travis Turner
892	M	B+	Health service manager	"507 Kimberly Neck Suite 717
North Jonathan, IL 01680"	07/29/2017, 00:00:00	337-49-9467	(Decimal('-31.006601'), Decimal('-152.719871'))	White	Mark Diaz
893	F	A+	Theatre stage manager	"Unit 3506 Box 5784
DPO AE 97759"	1913/11/23	856-99-2128	(Decimal('-38.833922'), Decimal('-76.147533'))	White	Kimberly Gibson
894	M	B-	Surveyor, building	"USNV Morales
FPO AE 01538"	26 Apr 1990	607-54-6107	(Decimal('-50.3183915'), Decimal('175.445594'))	Black	Joseph Butler
895	M	B-	Charity fundraiser	"490 Morton Street Suite 215
East Kyletown, ID 18804"	17 May 1925	844-91-4134	(Decimal('69.4333765'), Decimal('-156.904742'))	black	Michael Wilkins
896	F	B+	Merchandiser, retail	"71390 Rodriguez Canyon Suite 602
West Lesliechester, SC 76947"	08 Sep 1969	296-57-7288	(Decimal('-34.9102065'), Decimal('29.733374'))	White	Nancy Randolph
897	F	AB-	Recycling officer	"363 Diaz Points
Melissaside, ID 03136"	12/10/1937, 00:00:00	841-46-3981	(Decimal('14.205961'), Decimal('167.067962'))	White	Lisa Morrison
898	F	A-	Editor, film/video	"8515 Paul Lakes Suite 194
East Suzannehaven, UT 93292"	08 Mar 1962	107-61-2658	(Decimal('-78.679189'), Decimal('107.560099'))	black	Madison Velazquez
899	F	B+	Electronics engineer	"907 Jared Motorway
North Eric, NH 79362"	2004/10/14	268-71-5797	(Decimal('26.4641675'), Decimal('140.849069'))	White	Emily Estrada
900	F	O+	Applications developer	"855 Andrea Prairie
Laurenchester, MN 90756"	13 Mar 1989	515-15-4303	(Decimal('89.5860425'), Decimal('105.209470'))	White	Jamie Rhodes
901	F	AB-	Bookseller	"15477 Jeffrey Roads Suite 071
New Shannonborough, DC 51885"	1980/09/03	643-22-4883	(Decimal('64.553992'), Decimal('167.491691'))	Black	Shannon Robinson
902	F	O+	Geoscientist	"Unit 9498 Box 3555
DPO AE 92529"	02/04/1926, 00:00:00	328-38-1881	(Decimal('65.398659'), Decimal('167.348358'))	Asian	Katherine Vega
903	F	AB-	Art gallery manager	"861 Jeffrey Highway
East Alicia, UT 86646"	1962-09-13	225-25-4263	(Decimal('-37.651953'), Decimal('-51.188290'))	Hawaiian	Jeanne Roy
904	F	A+	Health visitor	"50779 Harris Lake
East Frankfort, HI 70867"	2003-12-31	442-32-8945	(Decimal('-39.5515485'), Decimal('77.338286'))	White	Julia Watson
905	M	AB-	Marine scientist	"0049 Michele Lodge Suite 227
West Benjamin, VT 49430"	12 Nov 1937	802-51-4531	(Decimal('85.327042'), Decimal('99.823245'))	White	Ronald Adkins
906	F	B+	Retail buyer	"58343 Patterson Ferry Suite 099
Wardhaven, AL 87319"	1965/04/22	278-20-3346	(Decimal('-56.190563'), Decimal('30.045232'))	White	Abigail Weber
907	M	AB+	Chemist, analytical	"629 Joshua Keys
Josephburgh, AR 95896"	02/12/1933, 00:00:00	466-67-5067	(Decimal('-59.1869055'), Decimal('-7.852319'))	Black	Eric Sanchez
908	M	O+	Theatre manager	"07308 Donna Parkway Apt. 165
Smithton, NV 78176"	1919-08-26	829-51-2207	(Decimal('-73.7014255'), Decimal('-59.375443'))	Black	Timothy Park
909	F	O+	Market researcher	"32988 Brown Terrace Suite 474
South Ryanshire, MS 53036"	05/10/1992, 00:00:00	366-24-2787	(Decimal('-51.6826535'), Decimal('134.877881'))	White	Melissa Rodriguez
910	F	O+	Stage manager	"USNV Barker
FPO AA 51622"	10/20/1990, 00:00:00	487-61-3171	(Decimal('79.1178145'), Decimal('130.678414'))	White	Tina Edwards
911	M	A-	Aid worker	"4065 Jeffrey Vista
Andrewtown, SC 77267"	25 Mar 2015	651-83-5617	(Decimal('-81.2742695'), Decimal('30.295219'))	Black	Zachary Lewis
912	F	B+	Tourist information centre manager	"479 Wright Keys
West Nicoleton, TX 30556"	09/21/1976, 00:00:00	166-17-1271	(Decimal('-3.973829'), Decimal('-176.683202'))	Black	Katrina Hurst
913	F	B+	Computer games developer	"427 Shannon Common
East Markburgh, KY 54148"	06/03/1942, 00:00:00	104-91-2115	(Decimal('72.827611'), Decimal('-138.848626'))	Asian	Wendy Gilmore
914	F	O+	Scientific laboratory technician	"1513 Walker Flat Apt. 548
East Marilynfort, HI 46463"	1932-02-24	222-55-4523	(Decimal('14.724531'), Decimal('3.974440'))	White	Lisa Robinson
915	M	A-	Research officer, trade union	"USNS Bell
FPO AE 22337"	14 Feb 2020	730-23-2500	(Decimal('72.395546'), Decimal('-133.285784'))	White	Caleb Mcclain
916	F	B+	International aid/development worker	"8729 Hickman Wall Suite 555
Damonview, MN 79595"	1914-10-19	616-66-9541	(Decimal('77.569943'), Decimal('-11.209021'))	White	Lisa Bryant
917	M	O-	Scientist, biomedical	"163 Williams Tunnel Suite 954
Kathytown, NC 37373"	2021-01-08	708-50-7920	(Decimal('-4.580660'), Decimal('132.884531'))	Indian	Rodney Rice
918	F	A+	Film/video editor	"USCGC Sampson
FPO AE 13919"	1979/08/17	039-61-7939	(Decimal('-69.210653'), Decimal('-142.578367'))	Asian	Rebecca Leon
919	F	A+	Health and safety inspector	"33906 Gina Crossroad
North William, ND 95173"	1945-06-27	233-31-7754	(Decimal('39.218936'), Decimal('-74.293658'))	Hawaiian	Kathy Yates
920	F	O-	Housing manager/officer	"8694 Bennett Roads
Lake Jacob, CO 63970"	1939/07/17	300-62-8176	(Decimal('-79.6636565'), Decimal('33.118411'))	Asian	Melanie Jackson
921	F	O-	Quarry manager	"27000 Cody Courts
New Justin, CT 31824"	1957-09-26	808-26-7514	(Decimal('-54.9550985'), Decimal('147.909946'))	Asian	Lisa Hamilton
922	F	AB-	Aeronautical engineer	"2852 Kelly Ports Suite 814
Port Laurie, ND 00623"	1993-07-11	024-20-1839	(Decimal('-78.895931'), Decimal('143.983855'))	White	Katie Solis
923	F	O-	Designer, jewellery	"409 Young Villages Apt. 059
Port Stefanietown, MN 63139"	18 Jan 1965	625-68-0247	(Decimal('-29.2236575'), Decimal('-143.085346'))	Indian	Kimberly Rodgers
924	F	AB-	Fast food restaurant manager	"740 Rodriguez Bypass Suite 441
Port Sallyborough, MI 17424"	1979/04/27	041-92-7814	(Decimal('-87.958382'), Decimal('171.962220'))	White	Daisy Perez
925	F	AB+	Programmer, systems	"48278 Ingram Groves Suite 422
Port Patriciaville, NJ 29163"	1998/03/30	509-79-3165	(Decimal('4.975717'), Decimal('-54.204116'))	Indian	Kathleen Patterson
926	F	O-	Designer, industrial/product	"7073 Tina Unions
North Amanda, SD 22025"	11/05/2012, 00:00:00	642-87-4337	(Decimal('-8.955365'), Decimal('-78.442450'))	White	Christy Chen
927	M	A-	Research scientist (maths)	"171 Angela Burg Apt. 054
Lake Lauren, ID 45501"	1998-01-21	767-51-9603	(Decimal('-84.9146255'), Decimal('141.416981'))	White	Cory Ponce
928	M	AB+	Farm manager	"2898 Margaret Dale Suite 674
Heatherport, MI 36564"	2004/08/09	652-72-9713	(Decimal('39.119189'), Decimal('-104.341790'))	White	Jason Patterson
929	F	B+	Nurse, mental health	"499 White Turnpike Apt. 883
South Johnmouth, KY 73420"	1983/07/30	166-78-2803	(Decimal('75.9477895'), Decimal('-160.197035'))	Asian	Peggy Jacobs
930	M	AB-	Engineer, petroleum	"7429 Anthony Brooks
Lake Amber, WV 40868"	25 Apr 1988	100-47-9126	(Decimal('48.675006'), Decimal('51.480856'))	White	Charles Morris
931	M	AB+	Ophthalmologist	"61988 Kayla Forest
Port Danielport, IA 47138"	1934-12-29	031-60-2386	(Decimal('-59.7806775'), Decimal('23.117144'))	White	Timothy Castillo
932	F	O-	Technical brewer	"27935 Curtis Wall
Sanderschester, AZ 11087"	03/28/1930, 00:00:00	021-85-4055	(Decimal('86.8100155'), Decimal('34.134540'))	White	Julie West
933	F	A-	Ergonomist	"79461 Susan Estate Apt. 478
Jacksonport, OH 89001"	1956-10-06	768-34-3062	(Decimal('-80.230373'), Decimal('158.322426'))	black	Maria Farmer DDS
934	M	O-	Surveyor, planning and development	"4538 Jonathan Mountains
South Alexander, RI 09891"	19 Oct 1954	339-52-4646	(Decimal('-82.061799'), Decimal('-5.467042'))	Asian	Gabriel Lopez
935	F	A+	Engineer, broadcasting (operations)	"9666 Adam Forks Suite 858
Kathrynberg, FL 64481"	06 Sep 1948	120-26-0225	(Decimal('-74.079587'), Decimal('147.948013'))	White	Tina Schwartz
936	M	A+	Community pharmacist	"68709 Jones Shoals Apt. 031
Porterborough, ND 18514"	1952/10/16	631-79-9829	(Decimal('41.855920'), Decimal('171.039565'))	Black	Timothy Perry
937	M	A+	Scientist, research (life sciences)	"1533 Sarah Pass Apt. 566
North Paigefurt, DC 81361"	25 Jun 1967	394-11-2171	(Decimal('-6.990124'), Decimal('178.475185'))	Black	Kenneth Cole
